# Cross-dataset type aliases for MaleCNS v1.0 type names. Built by scripts/build_type_map_nern2025.py.
# system flywire_matsliah2024 / flywire_schlegel2024 / hemibrain: Sup_Table_7 of Nern A, Loesche F, Takemura S-y, et al. (2025) Connectome-driven neural inventory of a complete visual system. Nature 641, 1225-1237. doi:10.1038/s41586-025-08746-0 (CC BY 4.0) (preliminary male optic lobe -> female FlyWire matches;
#       Matsliah = FlyWire optic-lobe names (Matsliah et al. 2024), Schlegel = FlyWire whole-brain names (Schlegel et al. 2024), hemibrain = Scheffer et al. 2020 names).
# system malecns_flywireType / malecns_hemibrainType: the MaleCNS v1.0 per-cell annotation columns (CC BY, male-cns.janelia.org), majority value per type.
# tier: exact = alias identical to the MaleCNS name (1-to-1 / >=90% of annotated cells); alias = different name, 1-to-1 or >=90% of annotated cells;
#       fuzzy = n-to-1 / 1-to-n match, composite alias string, or majority < 90% (evidence gives the cardinality or the shares).
malecns_type,alias,system,tier,evidence
LHAV4e2_b2,CB2750,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 6/6 annotated cells (6 cells in type)
LHAV4e4,CB3094,malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 2/4 annotated cells (4 cells in type); other values: LHAV4e4 2
LHAV4e7_b,CB3726,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 3/3 annotated cells (3 cells in type)
LHAV4g1,LHAV4g1c,malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 4/10 annotated cells (10 cells in type); other values: LHAV4g1a 4; LHAV4g1b 2
LHAV4g12,CB1381,malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 2/4 annotated cells (4 cells in type); other values: CB1943 2
LHAV4g13,CB1943,malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 2/4 annotated cells (4 cells in type); other values: CB1793 2
LHAV4g14,CB1797,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHAV4g17,LHAV4g17,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHAV4g4_b,CB2387,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 6/6 annotated cells (6 cells in type)
LHAV4g6_a,CB2731,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 5/5 annotated cells (5 cells in type)
LHAV4g7_a,CB1217,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LHAV4g7_b,CB2757,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 7/7 annotated cells (7 cells in type)
LHAV4i1,LHAV4i1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LHAV4j1,LHAV4j1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHAV4l1,LHAV4l1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHAV5a1,LHAV5a1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LHAV5a10_b,LHAV5a10_b,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHAV5a2_a1,LHAV5a2_a1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 9/9 annotated cells (9 cells in type)
LHAV5a2_a2,LHAV5a2_a2,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 8/8 annotated cells (8 cells in type)
LHAV5a2_a3,LHAV5a2_a3,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 11/11 annotated cells (11 cells in type)
LHAV5a2_a4,LHAV5a2_a4,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 10/10 annotated cells (10 cells in type)
LHAV5a2_b,LHAV5a2_b,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 6/6 annotated cells (6 cells in type)
LHAV5a2_d,LHAV5a2_d,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHAV5a4_a,CB2096,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 3/3 annotated cells (3 cells in type)
LHAV5a4_c,CB2744,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LHAV5a6_a,CB2715,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LHAV5a6_b,CB2476,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 6/6 annotated cells (6 cells in type)
LHAV5a8,CB3160,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 6/6 annotated cells (6 cells in type)
LHAV5a9_a,CB1739,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LHAV5b1,CB1167,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LHAV5b2,CB2296,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LHAV5c1,CB1912,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LHAV5d1,LHAV5d1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHAV5e1,LHAV5e1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHAV6a1,LHAV6a1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LHAV6a3,LHAV6a3,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 11/11 annotated cells (11 cells in type)
LHAV6a4,CB2097,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LHAV6a5,CB3304,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 6/6 annotated cells (6 cells in type)
LHAV6a7,CB1799,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 8/8 annotated cells (8 cells in type)
LHAV6a8,CB3408,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHAV6b1,LHAV6b1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHAV6b3,CB3085,malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 4/11 annotated cells (11 cells in type); other values: CB3134a 3; CB2247 3; CB3134b 1
LHAV6b4,LHAV6b4,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHAV6c1,LHAV6c1,malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 8/9 annotated cells (9 cells in type); other values: CB2262 1
LHAV6e1,LHAV6e1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHAV6g1,LHAV6g1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHAV6h1,LHAV6h1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHAV6i2_b,CB3665,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHAV7a1,LHAV7a1c,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 5/5 annotated cells (5 cells in type)
LHAV7a1_a,LHAV7a1a,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LHAV7a1_b,LHAV7a1b,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 3/3 annotated cells (3 cells in type)
LHAV7a3,LHAV7a3,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 8/8 annotated cells (8 cells in type)
LHAV7a4,LHAV7a4a,malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 7/9 annotated cells (9 cells in type); other values: LHAV7a4b 2
LHAV7a5,LHAV7a5,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 6/6 annotated cells (6 cells in type)
LHAV7a6,LHAV7a6,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHAV7a7,LHAV7a7,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 6/6 annotated cells (6 cells in type)
LHAV7b1,CB1640,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 11/11 annotated cells (11 cells in type)
LHAV8a1,LHAV8a1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHAV9a1_a,LHAV9a1_a,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LHAV9a1_b,LHAV9a1_b,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 6/6 annotated cells (6 cells in type)
LHAV9a1_c,LHAV9a1_c,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 6/6 annotated cells (6 cells in type)
LHCENT1,LHCENT1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHCENT10,LHCENT10,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LHCENT11,LHCENT11,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHCENT12_a,LHCENT12a,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHCENT12_b,LHCENT12b,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LHCENT13_a,LHCENT13_a,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LHCENT13_b,LHCENT13_b,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 3/3 annotated cells (3 cells in type)
LHCENT13_c,LHCENT13_c,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 3/3 annotated cells (3 cells in type)
LHCENT13_d,LHCENT13_d,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHCENT14,LHCENT14,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHCENT2,LHCENT2,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHCENT3,LHCENT3,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHCENT4,LHCENT4,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHCENT5,LHCENT5,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHCENT6,LHCENT6,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHCENT8,LHCENT8,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LHCENT9,LHCENT9,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHMB1,LHMB1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPD1b1,LHPD1b1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPD2a1,"CB2842,CB3009,CB3205",malecns_flywireType,fuzzy,"MaleCNS v1.0 annotation column flywireType: majority value in 8/9 annotated cells (9 cells in type); other values: CB3198,CB2977 1"
LHPD2a2,CB3110,malecns_flywireType,fuzzy,"MaleCNS v1.0 annotation column flywireType: majority value in 7/10 annotated cells (10 cells in type); other values: CB0339,CB3774 3"
LHPD2a4_a,"CB2031,CB3231",malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 8/8 annotated cells (8 cells in type)
LHPD2a4_b,CB3331,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LHPD2a5_b,CB3185,malecns_flywireType,fuzzy,"MaleCNS v1.0 annotation column flywireType: majority value in 1/2 annotated cells (2 cells in type); other values: CB1006,CB2932 1"
LHPD2a6,CB2945,malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 3/8 annotated cells (8 cells in type); other values: CB2819 3; CB1173 2
LHPD2b1,"CB3198,CB2977",malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LHPD2c1,LHPD2c1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPD2c2,CB3458,malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 4/10 annotated cells (10 cells in type); other values: CB3194 4; CB3778 2
LHPD2c6,CB2244,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LHPD2c7,LHPD2c7,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LHPD2d1,LHPD2d1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPD2d2,LHPD2d2,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPD3a2_a,"CB0286,CB1757,CB2765",malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 8/8 annotated cells (8 cells in type)
LHPD3a2_b,CB2739,malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 4/8 annotated cells (8 cells in type); other values: CB0311 2; LHPD3a2 2
LHPD3a2_c,CB2677,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LHPD3a4_b,"CB2914,CB2984",malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 9/9 annotated cells (9 cells in type)
LHPD3a4_c,CB1939,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 9/9 annotated cells (9 cells in type)
LHPD3a5,LHPD3a5,malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 3/8 annotated cells (8 cells in type); other values: CB1929b 3; CB1929a 2
LHPD3c1,"LHPD3c1,CB2629",malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 3/3 annotated cells (3 cells in type)
LHPD4a1,LHPD4a1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 8/8 annotated cells (8 cells in type)
LHPD4a2,CB1134,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LHPD4b1,LHPD4b1a,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 8/8 annotated cells (8 cells in type)
LHPD4c1,LHPD4c1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPD4d1,LHPD4d1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPD4d2_b,CB1134,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPD4e1_b,CB3191,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 3/3 annotated cells (3 cells in type)
LHPD5a1,LHPD5a1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPD5b1,SLPpm3_P01,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPD5c1,LHPD5c1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPD5d1,LHPD5d1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LHPD5e1,CB1016,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LHPD5f1,SMPp&v1A_P03,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV10a1a,LHPV10a1a,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV10a1b,LHPV10a1b,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV10b1,LHPV10b1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV10c1,LHPV10c1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV10d1,LHPV10d1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV11a1,LHPV11a1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LHPV12a1,LHPV12a1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV1c1,LHPV1c1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 3/3 annotated cells (3 cells in type)
LHPV1c2,LHPV1c2,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV1d1,LHPV1d1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV2a1_a,LHPV2a1_a,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 6/6 annotated cells (6 cells in type)
LHPV2a1_c,LHPV2a1_c,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 8/8 annotated cells (8 cells in type)
LHPV2a1_d,LHPV2a1_d,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 5/5 annotated cells (5 cells in type)
LHPV2a1_e,LHPV2a1_c,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 3/3 annotated cells (3 cells in type)
LHPV2a2,CB2141,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV2a3,CB1195,malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 3/5 annotated cells (5 cells in type); other values: CB2493 2
LHPV2a4,LHPV2a4,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 6/6 annotated cells (6 cells in type)
LHPV2a5,LHPV2a5,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 5/5 annotated cells (5 cells in type)
LHPV2b1,CB1067,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 5/5 annotated cells (5 cells in type)
LHPV2b2_a,"CB1490,CB2201",malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 10/10 annotated cells (10 cells in type)
LHPV2b3,CB1258,malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 7/14 annotated cells (14 cells in type); other values: CB1363 6; CB2724 1
LHPV2b4,CB1375,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 6/6 annotated cells (6 cells in type)
LHPV2b5,"LHPV2b5,CB3282,CB3161",malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 5/5 annotated cells (5 cells in type)
LHPV2c1_a,CB2828,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LHPV2c2,"LHPV2c2a,LHPV2c2b",malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 7/7 annotated cells (7 cells in type)
LHPV2c4,CB3294,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LHPV2c5,CB3061,malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 4/7 annotated cells (7 cells in type); other values: CB2998 3
LHPV2d1,LHPV2d1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LHPV2e1_a,LHPV2e1_a,malecns_flywireType,fuzzy,"MaleCNS v1.0 annotation column flywireType: majority value in 6/10 annotated cells (10 cells in type); other values: CB3935 2; CB2581,CB3108,CB3273 2"
LHPV2g1,LHPV2g1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LHPV2h1,LHPV2h1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV2i1,LHPV2i1b,malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 2/3 annotated cells (3 cells in type); other values: LHPV2i1 1
LHPV2i2_a,LHPV2i2a,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV2i2_b,LHPV2i2b,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV3a1,LHPV3a1_b,malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 2/4 annotated cells (4 cells in type); other values: LHPV3a1_a 2
LHPV3a2,LHPV3a2,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 5/5 annotated cells (5 cells in type)
LHPV3a3_b,CB0952,malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 8/9 annotated cells (9 cells in type); other values: CB2796 1
LHPV3b1_a,"CB1961,CB2796",malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 5/5 annotated cells (5 cells in type)
LHPV3b1_b,LHPV3b1_b,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 6/6 annotated cells (6 cells in type)
LHPV3c1,LHPV3c1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV4a1,LHPV4a1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 6/6 annotated cells (6 cells in type)
LHPV4a10,LHPV4a10,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 12/12 annotated cells (12 cells in type)
LHPV4a11,LHPV4a11,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV4a2,LHPV4a2,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 6/6 annotated cells (6 cells in type)
LHPV4a3,"LHPV4a5,LHPV4k1",malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LHPV4a5,CB2707,malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 7/12 annotated cells (12 cells in type); other values: CB2243 5
LHPV4a7,LHPV4a7a,malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 2/3 annotated cells (3 cells in type); other values: LHPV4a7b 1
LHPV4a7_d,CB3131,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV4a8,LHPV4a8,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 5/5 annotated cells (5 cells in type)
LHPV4a9,LHPV4a9,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LHPV4b1,LHPV4b1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 6/6 annotated cells (6 cells in type)
LHPV4b2,CB2923,malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 6/8 annotated cells (8 cells in type); other values: LHPV4b2 2
LHPV4b3,LHPV4b3,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 7/7 annotated cells (7 cells in type)
LHPV4b4,CB1515,malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 8/10 annotated cells (10 cells in type); other values: CB3190 2
LHPV4b5,CB3047,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV4b7,CB2060,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV4b9,LHPV4b9,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV4c1_a,CB1218,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV4c1_b,CB1511,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 8/8 annotated cells (8 cells in type)
LHPV4c1_c,CB2022,malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 4/8 annotated cells (8 cells in type); other values: CB3555 4
LHPV4c2,CB2452,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LHPV4c3,"LHPV4c3,LHPV4c4",malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LHPV4c4,LHPV4c4,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LHPV4d10,CB1661,malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 4/6 annotated cells (6 cells in type); other values: CB2767 2
LHPV4d3,LHPV4d3,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 6/6 annotated cells (6 cells in type)
LHPV4d4,CB3073,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LHPV4d7,CB2290,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV4e1,LHPV4e1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV4g1,LHPV4g1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 12/12 annotated cells (12 cells in type)
