# Cross-dataset type aliases for MaleCNS v1.0 type names. Built by scripts/build_type_map_nern2025.py.
# system flywire_matsliah2024 / flywire_schlegel2024 / hemibrain: Sup_Table_7 of Nern A, Loesche F, Takemura S-y, et al. (2025) Connectome-driven neural inventory of a complete visual system. Nature 641, 1225-1237. doi:10.1038/s41586-025-08746-0 (CC BY 4.0) (preliminary male optic lobe -> female FlyWire matches;
#       Matsliah = FlyWire optic-lobe names (Matsliah et al. 2024), Schlegel = FlyWire whole-brain names (Schlegel et al. 2024), hemibrain = Scheffer et al. 2020 names).
# system malecns_flywireType / malecns_hemibrainType: the MaleCNS v1.0 per-cell annotation columns (CC BY, male-cns.janelia.org), majority value per type.
# tier: exact = alias identical to the MaleCNS name (1-to-1 / >=90% of annotated cells); alias = different name, 1-to-1 or >=90% of annotated cells;
#       fuzzy = n-to-1 / 1-to-n match, composite alias string, or majority < 90% (evidence gives the cardinality or the shares).
malecns_type,alias,system,tier,evidence
LHPV4g2,CB1646,malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 5/8 annotated cells (8 cells in type); other values: CB1210 3
LHPV4h1,LHPV4h1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 9/9 annotated cells (9 cells in type)
LHPV4h3,LHPV4h3,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV4i1,CB2135,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 6/6 annotated cells (6 cells in type)
LHPV4i3,CB2211,malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 5/8 annotated cells (8 cells in type); other values: CB2692 3
LHPV4i4,CB3341,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV4j2,CB1518,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV4j3,LHPV4j3,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV4j4,LHPV4j4,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV4k1,"LHPV4a5,LHPV4k1",malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 3/3 annotated cells (3 cells in type)
LHPV4l1,LHPV4l1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV4m1,LHPV4m1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV5a1,LHPV5a1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 12/12 annotated cells (12 cells in type)
LHPV5a2,CB2524,malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 4/8 annotated cells (8 cells in type); other values: CB1656a 2; CB1656b 2
LHPV5a3,CB4107,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 6/6 annotated cells (6 cells in type)
LHPV5a5,LHPV5a5,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 1/1 annotated cells (1 cells in type)
LHPV5b1,LHPV5b1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 20/20 annotated cells (20 cells in type)
LHPV5b2,LHPV5b2,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 17/17 annotated cells (17 cells in type)
LHPV5b3,LHPV5b3,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 13/14 annotated cells (14 cells in type); other values: LHPV5b2 1
LHPV5b4,LHPV5b4,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LHPV5b6,LHPV5b6,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 6/6 annotated cells (6 cells in type)
LHPV5c1,LHPV5c1,malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 8/12 annotated cells (12 cells in type); other values: CB3969 4
LHPV5c1_a,CB3972,malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 4/8 annotated cells (8 cells in type); other values: CB3971 2; CB3970 2
LHPV5c1_c,CB3973,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV5c1_d,CB3973,malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 4/8 annotated cells (8 cells in type); other values: CB3974 4
LHPV5c2,CB3974,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV5c3,LHPV5c3,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 12/12 annotated cells (12 cells in type)
LHPV5d1,LHPV5d1,malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 8/9 annotated cells (9 cells in type); other values: CB2979 1
LHPV5d3,CB3138,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV5e1,LHPV5e1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV5e2,LHPV5e2,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV5e3,LHPV5e3,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV5g1_a,"LHPV5g1_a,SMP270",malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 5/5 annotated cells (5 cells in type)
LHPV5g1_b,LHPV5g1_b,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 7/7 annotated cells (7 cells in type)
LHPV5g2,LHPV5g2,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 6/6 annotated cells (6 cells in type)
LHPV5h2_a,CB1348,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LHPV5h2_b,CB3148,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 3/3 annotated cells (3 cells in type)
LHPV5h2_c,"CB3418,CB3468",malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV5h4,CB2159,malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 4/8 annotated cells (8 cells in type); other values: CB1704 4
LHPV5i1,LHPV5i1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV5j1,CB2079,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LHPV5l1,LHPV5l1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV5m1,CB2810,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LHPV6a1,LHPV6a1,malecns_flywireType,fuzzy,"MaleCNS v1.0 annotation column flywireType: majority value in 8/23 annotated cells (23 cells in type); other values: CB2470,CB3117 6; CB1921 5; CB2199 4"
LHPV6a10,LHPV6a10,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV6a3,LHPV6a3,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 6/6 annotated cells (6 cells in type)
LHPV6a9_b,CB1737,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 7/7 annotated cells (7 cells in type)
LHPV6c1,LHPV6c1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV6c2,LHPV6c2,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV6d1,LHPV6d1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 10/10 annotated cells (10 cells in type)
LHPV6f1,LHPV6f1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 11/11 annotated cells (11 cells in type)
LHPV6f3_b,CB3119,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LHPV6f5,CB3735,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 5/5 annotated cells (5 cells in type)
LHPV6g1,LHPV6g1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV6h1,LHPV6h1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 7/7 annotated cells (7 cells in type)
LHPV6h1_b,CB3248,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 6/6 annotated cells (6 cells in type)
LHPV6h2,LHPV6h2,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 7/7 annotated cells (7 cells in type)
"LHPV6h3,SLP276",CB1953,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 6/6 annotated cells (6 cells in type)
LHPV6i1_a,"CB3260,CB3723",malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LHPV6i2_a,CB3781,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV6j1,LHPV6j1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV6k1,CB3290,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 6/6 annotated cells (6 cells in type)
LHPV6k2,LHPV6k2,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LHPV6l1,LHPV6l1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV6l2,LHPV6l2,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV6m1,LHPV6m1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV6o1,LHPV6o1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV6p1,LHPV6p1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV6q1,LHPV6q1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV7a1,LHPV7a1b,malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 2/4 annotated cells (4 cells in type); other values: LHPV7a1a 2
LHPV7a2,LHPV7a2,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LHPV7b1,LHPV7b1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV7c1,LHPV7c1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV8a1,LHPV8a1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV8c1,LHPV8c1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LHPV9b1,LHPV9b1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LLPC1,LLPC1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 285/285 annotated cells (285 cells in type)
LLPC2,LLPC2,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 250/250 annotated cells (250 cells in type)
LLPC3,LLPC3,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 219/219 annotated cells (219 cells in type)
LLPC4,LLPC4,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 6/6 annotated cells (6 cells in type)
LN-DN1,LN-DN1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LN-DN2,LN-DN2,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LN60,"LN60a,LN60b",malecns_flywireType,fuzzy,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LNO1,LNO1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LNO2,LNO2,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LNOa,LNOa,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LNd_b,LNd_b,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LNd_c,LNd_c,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 6/6 annotated cells (6 cells in type)
LOLP1,LLPt,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 69/69 annotated cells (69 cells in type)
LPC1,LPC1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 224/224 annotated cells (224 cells in type)
LPC2,LPC2,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 154/154 annotated cells (154 cells in type)
LPLC1,LPLC1,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 134/134 annotated cells (134 cells in type)
LPLC2,LPLC2,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 185/185 annotated cells (185 cells in type)
LPLC4,LPLC4,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 97/97 annotated cells (97 cells in type)
LPN_a,CB1215,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LPN_b,PV7c11,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LPT100,LPTe01,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 40/40 annotated cells (40 cells in type)
LPT101,LPTe02,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 11/11 annotated cells (11 cells in type)
LPT110,cLP04,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LPT111,cLP02,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 101/101 annotated cells (101 cells in type)
LPT112,cLP01,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 39/39 annotated cells (39 cells in type)
LPT113,cLP01,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 22/22 annotated cells (22 cells in type)
LPT114,cLP03,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 22/22 annotated cells (22 cells in type)
LPT115,cLP03,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 6/6 annotated cells (6 cells in type)
LPT116,cLP03,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 11/11 annotated cells (11 cells in type)
LPT21,LPT21,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LPT22,LPT22,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LPT23,LPT23,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 6/6 annotated cells (6 cells in type)
LPT26,LPT26,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LPT27,LPT27,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LPT28,LPT28,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LPT29,LPT29,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LPT30,LPT30,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LPT31,LPT31,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 8/8 annotated cells (8 cells in type)
LPT49,LPT49,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LPT50,LPT50,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LPT51,LPT51,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LPT52,LPT52,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LPT53,LPT53,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LPT54,LPT54,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LPT57,LPT57,malecns_flywireType,exact,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LPT59,cLP05,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LPT60,AVLP151,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 2/2 annotated cells (2 cells in type)
LPi12,LPi14,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 4/4 annotated cells (4 cells in type)
LPi14,LPi01,malecns_flywireType,alias,MaleCNS v1.0 annotation column flywireType: majority value in 33/33 annotated cells (33 cells in type)
