# MaleCNS v1.0 type map, source name -> MaleCNS type (same rows as type_aliases.csv, source-keyed). Built by scripts/build_type_map_typing.py from: MaleCNS v1.0 body-annotations (flywireType / hemibrainType / mancType / class; CC BY 4.0), Schlegel et al. 2024 Nature doi:10.1038/s41586-024-07686-5 Supplementary Data 1 and 5 (github.com/flyconnectome/flywire_annotations v3.0.0; CC BY 4.0), Nern et al. 2025 Nature doi:10.1038/s41586-025-08746-0 Supplementary Tables 1 and 7 (CC BY 4.0), the MaleCNS Cell Type Explorer synonyms (github.com/reiserlab/celltype-explorer-drosophila-male-cns, 2026-09-09), and Olivera 2026 Neuroinformatics doi:10.1007/s12021-026-09783-4. Tiers: exact | alias | fuzzy | class (rules in the script docstring and docs/audits/receptor_sources_typing.md). Systems: flywire, hemibrain, hemibrain_body, optic_inventory, manc, literature, malecns_class.
source_name,malecns_type,tier,evidence,n_cells_malecns,system
LHPV10b1,LHPV10b1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
LHPV10c1,LHPV10c1,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
LHPV10c1,LHPV10c1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
LHPV10d1,LHPV10d1,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
LHPV10d1,LHPV10d1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
LHPV11a1,LHPV11a1,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 4 FlyWire cells); MaleCNS flywireType agrees",4,flywire
LHPV11a1,LHPV11a1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType agrees",4,hemibrain
LHPV12a1,LHPV12a1,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
LHPV12a1,LHPV12a1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
LHPV1c1,LHPV1c1,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 4 FlyWire cells); MaleCNS flywireType agrees",3,flywire
LHPV1c1,LHPV1c1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",3,hemibrain
LHPV1c2,LHPV1c2,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
LHPV1c2,LHPV1c2,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
LHPV1d1,LHPV1d1,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
LHPV1d1,LHPV1d1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
LHPV2a1_a,LHPV2a1_a,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 6 FlyWire cells); MaleCNS flywireType agrees",6,flywire
LHPV2a1_a,LHPV2a1_a,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",6,hemibrain
LHPV2a1_c,LHPV2a1_c,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 10 FlyWire cells); MaleCNS flywireType agrees",8,flywire
LHPV2a1_c,LHPV2a1_c,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType agrees",8,hemibrain
LHPV2a1_d,LHPV2a1_d,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 6 FlyWire cells); MaleCNS flywireType agrees",5,flywire
LHPV2a1_d,LHPV2a1_d,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",5,hemibrain
LHPV2a1_c,LHPV2a1_e,alias,MaleCNS v1.0 body-annotations flywireType='LHPV2a1_c' on 3/3 cells,3,flywire
LHPV2a1_e,LHPV2a1_e,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",3,hemibrain
CB2141,LHPV2a2,alias,MaleCNS v1.0 body-annotations flywireType='CB2141' on 2/2 cells,2,flywire
LHPV2a2,LHPV2a2,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
CB1195,LHPV2a3,alias,MaleCNS v1.0 body-annotations flywireType='CB1195' on 3/5 cells,5,flywire
CB2493,LHPV2a3,alias,MaleCNS v1.0 body-annotations flywireType='CB2493' on 2/5 cells,5,flywire
LHPV2a3,LHPV2a3,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType agrees",5,hemibrain
LHPV2a4,LHPV2a4,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 6 FlyWire cells); MaleCNS flywireType agrees",6,flywire
LHPV2a4,LHPV2a4,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType agrees",6,hemibrain
LHPV2a5,LHPV2a5,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 5 FlyWire cells); MaleCNS flywireType agrees",5,flywire
LHPV2a5,LHPV2a5,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",5,hemibrain
CB1067,LHPV2b1,alias,MaleCNS v1.0 body-annotations flywireType='CB1067' on 5/5 cells,5,flywire
LHPV2b1,LHPV2b1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType agrees",5,hemibrain
CB1490,LHPV2b2_a,alias,"MaleCNS v1.0 body-annotations flywireType='CB1490,CB2201' on 10/10 cells; MaleCNS 1 : FlyWire 2 (merged types)",10,flywire
CB2201,LHPV2b2_a,alias,"MaleCNS v1.0 body-annotations flywireType='CB1490,CB2201' on 10/10 cells; MaleCNS 1 : FlyWire 2 (merged types)",10,flywire
LHPV2b2_a,LHPV2b2_a,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 5 hemibrain bodies); MaleCNS hemibrainType agrees",10,hemibrain
CB1258,LHPV2b3,alias,MaleCNS v1.0 body-annotations flywireType='CB1258' on 7/14 cells,14,flywire
CB1363,LHPV2b3,alias,MaleCNS v1.0 body-annotations flywireType='CB1363' on 6/14 cells,14,flywire
CB2724,LHPV2b3,alias,MaleCNS v1.0 body-annotations flywireType='CB2724' on 1/14 cells,14,flywire
LHPV2b3,LHPV2b3,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 6 hemibrain bodies); MaleCNS hemibrainType agrees",14,hemibrain
CB1375,LHPV2b4,alias,MaleCNS v1.0 body-annotations flywireType='CB1375' on 6/6 cells,6,flywire
LHPV2b4,LHPV2b4,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",6,hemibrain
LHPV2b5,LHPV2b5,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 7 FlyWire cells); MaleCNS flywireType agrees",5,flywire
CB3161,LHPV2b5,alias,"MaleCNS v1.0 body-annotations flywireType='LHPV2b5,CB3282,CB3161' on 5/5 cells; MaleCNS 1 : FlyWire 3 (merged types); name not in Schlegel 2024 SD1 v3.0.0 cell_type list",5,flywire
CB3282,LHPV2b5,alias,"MaleCNS v1.0 body-annotations flywireType='LHPV2b5,CB3282,CB3161' on 5/5 cells; MaleCNS 1 : FlyWire 3 (merged types); name not in Schlegel 2024 SD1 v3.0.0 cell_type list",5,flywire
LHPV2b5,LHPV2b5,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 0 hemibrain bodies); MaleCNS hemibrainType agrees",5,hemibrain
CB2828,LHPV2c1_a,alias,MaleCNS v1.0 body-annotations flywireType='CB2828' on 4/4 cells,4,flywire
LHPV2c1_a,LHPV2c1_a,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",4,hemibrain
LHPV2c2a,LHPV2c2,alias,"MaleCNS v1.0 body-annotations flywireType='LHPV2c2a,LHPV2c2b' on 7/7 cells; MaleCNS 1 : FlyWire 2 (merged types)",7,flywire
LHPV2c2b,LHPV2c2,alias,"MaleCNS v1.0 body-annotations flywireType='LHPV2c2a,LHPV2c2b' on 7/7 cells; MaleCNS 1 : FlyWire 2 (merged types)",7,flywire
LHPV2c2,LHPV2c2,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType agrees",7,hemibrain
CB3294,LHPV2c4,alias,MaleCNS v1.0 body-annotations flywireType='CB3294' on 4/4 cells; NAME COLLISION: a FlyWire type named 'LHPV2c4' exists but MaleCNS maps this type elsewhere,4,flywire
LHPV2c4,LHPV2c4,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",4,hemibrain
CB2998,LHPV2c5,alias,MaleCNS v1.0 body-annotations flywireType='CB2998' on 3/7 cells,7,flywire
CB3061,LHPV2c5,alias,MaleCNS v1.0 body-annotations flywireType='CB3061' on 4/7 cells,7,flywire
LHPV2c5,LHPV2c5,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 5 hemibrain bodies); MaleCNS hemibrainType agrees",7,hemibrain
LHPV2d1,LHPV2d1,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 4 FlyWire cells); MaleCNS flywireType agrees",4,flywire
LHPV2d1,LHPV2d1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",4,hemibrain
LHPV2e1_a,LHPV2e1_a,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 7 FlyWire cells); MaleCNS flywireType agrees",10,flywire
CB2581,LHPV2e1_a,alias,"MaleCNS v1.0 body-annotations flywireType='CB2581,CB3108,CB3273' on 2/10 cells; MaleCNS 1 : FlyWire 3 (merged types)",10,flywire
CB3108,LHPV2e1_a,alias,"MaleCNS v1.0 body-annotations flywireType='CB2581,CB3108,CB3273' on 2/10 cells; MaleCNS 1 : FlyWire 3 (merged types)",10,flywire
CB3273,LHPV2e1_a,alias,"MaleCNS v1.0 body-annotations flywireType='CB2581,CB3108,CB3273' on 2/10 cells; MaleCNS 1 : FlyWire 3 (merged types)",10,flywire
CB3935,LHPV2e1_a,alias,MaleCNS v1.0 body-annotations flywireType='CB3935' on 2/10 cells; name not in Schlegel 2024 SD1 v3.0.0 cell_type list,10,flywire
LHPV2e1_a,LHPV2e1_a,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType agrees",10,hemibrain
LHPV2c4,LHPV2e1_a,alias,MaleCNS v1.0 body-annotations hemibrainType='LHPV2c4' on 2/10 cells,10,hemibrain
LHPV2g1,LHPV2g1,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 4 FlyWire cells); MaleCNS flywireType agrees",4,flywire
LHPV2g1,LHPV2g1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",4,hemibrain
LHPV2h1,LHPV2h1,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
LHPV2h1,LHPV2h1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
LHPV2i1b,LHPV2i1,alias,MaleCNS v1.0 body-annotations flywireType='LHPV2i1b' on 2/3 cells,3,flywire
LHPV2i1,LHPV2i1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",3,hemibrain
LHPV2i2a,LHPV2i2_a,alias,MaleCNS v1.0 body-annotations flywireType='LHPV2i2a' on 2/2 cells,2,flywire
LHPV2i2,LHPV2i2_a,alias,MaleCNS v1.0 body-annotations hemibrainType='LHPV2i2' on 2/2 cells,2,hemibrain
LHPV2i2b,LHPV2i2_b,alias,MaleCNS v1.0 body-annotations flywireType='LHPV2i2b' on 2/2 cells,2,flywire
LHPV2i2,LHPV2i2_b,alias,MaleCNS v1.0 body-annotations hemibrainType='LHPV2i2' on 2/2 cells,2,hemibrain
LHPV3a1_a,LHPV3a1,alias,MaleCNS v1.0 body-annotations flywireType='LHPV3a1_a' on 2/4 cells; name not in Schlegel 2024 SD1 v3.0.0 cell_type list; NAME COLLISION: a FlyWire type named 'LHPV3a1' exists but MaleCNS maps this type elsewhere,4,flywire
LHPV3a1_b,LHPV3a1,alias,MaleCNS v1.0 body-annotations flywireType='LHPV3a1_b' on 2/4 cells; name not in Schlegel 2024 SD1 v3.0.0 cell_type list; NAME COLLISION: a FlyWire type named 'LHPV3a1' exists but MaleCNS maps this type elsewhere,4,flywire
LHPV3a1,LHPV3a1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",4,hemibrain
LHPV3a2,LHPV3a2,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 5 FlyWire cells); MaleCNS flywireType agrees",5,flywire
LHPV3a2,LHPV3a2,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",5,hemibrain
CB0952,LHPV3a3_b,alias,MaleCNS v1.0 body-annotations flywireType='CB0952' on 8/9 cells,9,flywire
CB2796,LHPV3a3_b,alias,MaleCNS v1.0 body-annotations flywireType='CB2796' on 1/9 cells,9,flywire
LHPV3a3_b,LHPV3a3_b,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",9,hemibrain
CB1961,LHPV3b1_a,alias,"MaleCNS v1.0 body-annotations flywireType='CB1961,CB2796' on 5/5 cells; MaleCNS 1 : FlyWire 2 (merged types)",5,flywire
CB2796,LHPV3b1_a,alias,"MaleCNS v1.0 body-annotations flywireType='CB1961,CB2796' on 5/5 cells; MaleCNS 1 : FlyWire 2 (merged types)",5,flywire
LHPV3b1_a,LHPV3b1_a,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType agrees",5,hemibrain
LHPV3b1_b,LHPV3b1_b,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 6 FlyWire cells); MaleCNS flywireType agrees",6,flywire
LHPV3b1_b,LHPV3b1_b,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType agrees",6,hemibrain
LHPV3c1,LHPV3c1,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
LHPV3c1,LHPV3c1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
LHPV4a1,LHPV4a1,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 7 FlyWire cells); MaleCNS flywireType agrees",6,flywire
LHPV4a1,LHPV4a1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 4 hemibrain bodies); MaleCNS hemibrainType agrees",6,hemibrain
LHPV4a10,LHPV4a10,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 10 FlyWire cells); MaleCNS flywireType agrees",12,flywire
LHPV4a10,LHPV4a10,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 0 hemibrain bodies); MaleCNS hemibrainType agrees",12,hemibrain
LHPV4a11,LHPV4a11,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
LHPV4a11,LHPV4a11,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
LHPV4a2,LHPV4a2,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 6 FlyWire cells); MaleCNS flywireType agrees",6,flywire
LHPV4a2,LHPV4a2,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType agrees",6,hemibrain
LHPV4a5,LHPV4a3,alias,"MaleCNS v1.0 body-annotations flywireType='LHPV4a5,LHPV4k1' on 4/4 cells; MaleCNS 1 : FlyWire 2 (merged types); name not in Schlegel 2024 SD1 v3.0.0 cell_type list",4,flywire
LHPV4k1,LHPV4a3,alias,"MaleCNS v1.0 body-annotations flywireType='LHPV4a5,LHPV4k1' on 4/4 cells; MaleCNS 1 : FlyWire 2 (merged types); name not in Schlegel 2024 SD1 v3.0.0 cell_type list",4,flywire
LHPV4a3,LHPV4a3,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",4,hemibrain
CB2243,LHPV4a5,alias,MaleCNS v1.0 body-annotations flywireType='CB2243' on 5/12 cells,12,flywire
CB2707,LHPV4a5,alias,MaleCNS v1.0 body-annotations flywireType='CB2707' on 7/12 cells,12,flywire
LHPV4a5,LHPV4a5,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 0 hemibrain bodies); MaleCNS hemibrainType agrees",12,hemibrain
LHPV4a7a,LHPV4a7,alias,MaleCNS v1.0 body-annotations flywireType='LHPV4a7a' on 2/3 cells,3,flywire
LHPV4a7b,LHPV4a7,alias,MaleCNS v1.0 body-annotations flywireType='LHPV4a7b' on 1/3 cells,3,flywire
CB3131,LHPV4a7_d,alias,MaleCNS v1.0 body-annotations flywireType='CB3131' on 2/2 cells,2,flywire
LHPV4a7_d,LHPV4a7_d,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
LHPV4a8,LHPV4a8,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 5 FlyWire cells); MaleCNS flywireType agrees",5,flywire
LHPV4a8,LHPV4a8,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType agrees",5,hemibrain
LHPV4a9,LHPV4a9,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 4 FlyWire cells); MaleCNS flywireType agrees",4,flywire
LHPV4a9,LHPV4a9,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 0 hemibrain bodies); MaleCNS hemibrainType agrees",4,hemibrain
LHPV4b1,LHPV4b1,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 4 FlyWire cells); MaleCNS flywireType agrees",6,flywire
LHPV4b1,LHPV4b1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 0 hemibrain bodies); MaleCNS hemibrainType agrees",6,hemibrain
LHPV4b2,LHPV4b2,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 1 FlyWire cells); MaleCNS flywireType agrees",8,flywire
CB2923,LHPV4b2,alias,MaleCNS v1.0 body-annotations flywireType='CB2923' on 6/8 cells,8,flywire
LHPV4b2,LHPV4b2,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType agrees",8,hemibrain
LHPV4b3,LHPV4b3,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 5 FlyWire cells); MaleCNS flywireType agrees",7,flywire
LHPV4b3,LHPV4b3,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 4 hemibrain bodies); MaleCNS hemibrainType agrees",7,hemibrain
CB1515,LHPV4b4,alias,MaleCNS v1.0 body-annotations flywireType='CB1515' on 8/10 cells,10,flywire
CB3190,LHPV4b4,alias,MaleCNS v1.0 body-annotations flywireType='CB3190' on 2/10 cells,10,flywire
LHPV4b4,LHPV4b4,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 5 hemibrain bodies); MaleCNS hemibrainType agrees",10,hemibrain
CB3047,LHPV4b5,alias,MaleCNS v1.0 body-annotations flywireType='CB3047' on 2/2 cells,2,flywire
LHPV4b5,LHPV4b5,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
CB2060,LHPV4b7,alias,MaleCNS v1.0 body-annotations flywireType='CB2060' on 2/2 cells,2,flywire
LHPV4b7,LHPV4b7,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
LHPV4b9,LHPV4b9,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 3 FlyWire cells); MaleCNS flywireType agrees",2,flywire
LHPV4b9,LHPV4b9,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
CB1218,LHPV4c1_a,alias,MaleCNS v1.0 body-annotations flywireType='CB1218' on 2/2 cells,2,flywire
LHPV4c1_a,LHPV4c1_a,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
CB1511,LHPV4c1_b,alias,MaleCNS v1.0 body-annotations flywireType='CB1511' on 8/8 cells,8,flywire
LHPV4c1_b,LHPV4c1_b,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 5 hemibrain bodies); MaleCNS hemibrainType agrees",8,hemibrain
CB2022,LHPV4c1_c,alias,MaleCNS v1.0 body-annotations flywireType='CB2022' on 4/8 cells,8,flywire
CB3555,LHPV4c1_c,alias,MaleCNS v1.0 body-annotations flywireType='CB3555' on 4/8 cells,8,flywire
LHPV4c1_c,LHPV4c1_c,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 4 hemibrain bodies); MaleCNS hemibrainType agrees",8,hemibrain
CB2452,LHPV4c2,alias,MaleCNS v1.0 body-annotations flywireType='CB2452' on 4/4 cells,4,flywire
LHPV4c2,LHPV4c2,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",4,hemibrain
LHPV4c4,LHPV4c3,alias,"MaleCNS v1.0 body-annotations flywireType='LHPV4c3,LHPV4c4' on 4/4 cells; MaleCNS 1 : FlyWire 2 (merged types)",4,flywire
LHPV4c3,LHPV4c3,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",4,hemibrain
LHPV4c4,LHPV4c4,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 5 FlyWire cells); MaleCNS flywireType agrees",4,flywire
LHPV4c4,LHPV4c4,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 0 hemibrain bodies); MaleCNS hemibrainType agrees",4,hemibrain
CB1661,LHPV4d10,alias,MaleCNS v1.0 body-annotations flywireType='CB1661' on 4/6 cells,6,flywire
CB2767,LHPV4d10,alias,MaleCNS v1.0 body-annotations flywireType='CB2767' on 2/6 cells,6,flywire
LHPV4d10,LHPV4d10,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType agrees",6,hemibrain
LHPV4d3,LHPV4d3,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 5 FlyWire cells); MaleCNS flywireType agrees",6,flywire
LHPV4d3,LHPV4d3,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType agrees",6,hemibrain
CB3073,LHPV4d4,alias,MaleCNS v1.0 body-annotations flywireType='CB3073' on 4/4 cells,4,flywire
LHPV4d4,LHPV4d4,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",4,hemibrain
CB2290,LHPV4d7,alias,MaleCNS v1.0 body-annotations flywireType='CB2290' on 2/2 cells,2,flywire
LHPV4d7,LHPV4d7,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
LHPV4e1,LHPV4e1,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
LHPV4e1,LHPV4e1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
LHPV4g1,LHPV4g1,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 11 FlyWire cells); MaleCNS flywireType agrees",12,flywire
LHPV4g1,LHPV4g1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 7 hemibrain bodies); MaleCNS hemibrainType agrees",12,hemibrain
CB1210,LHPV4g2,alias,MaleCNS v1.0 body-annotations flywireType='CB1210' on 3/8 cells,8,flywire
CB1646,LHPV4g2,alias,MaleCNS v1.0 body-annotations flywireType='CB1646' on 5/8 cells,8,flywire
LHPV4g2,LHPV4g2,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType agrees",8,hemibrain
LHPV4h1,LHPV4h1,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 6 FlyWire cells); MaleCNS flywireType agrees",9,flywire
LHPV4h1,LHPV4h1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 0 hemibrain bodies); MaleCNS hemibrainType agrees",9,hemibrain
LHPV4h3,LHPV4h3,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
LHPV4h3,LHPV4h3,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
CB2135,LHPV4i1,alias,MaleCNS v1.0 body-annotations flywireType='CB2135' on 6/6 cells,6,flywire
LHPV4i1,LHPV4i1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType agrees",6,hemibrain
