# MaleCNS v1.0 type map, source name -> MaleCNS type (same rows as type_aliases.csv, source-keyed). Built by scripts/build_type_map_typing.py from: MaleCNS v1.0 body-annotations (flywireType / hemibrainType / mancType / class; CC BY 4.0), Schlegel et al. 2024 Nature doi:10.1038/s41586-024-07686-5 Supplementary Data 1 and 5 (github.com/flyconnectome/flywire_annotations v3.0.0; CC BY 4.0), Nern et al. 2025 Nature doi:10.1038/s41586-025-08746-0 Supplementary Tables 1 and 7 (CC BY 4.0), the MaleCNS Cell Type Explorer synonyms (github.com/reiserlab/celltype-explorer-drosophila-male-cns, 2026-09-09), and Olivera 2026 Neuroinformatics doi:10.1007/s12021-026-09783-4. Tiers: exact | alias | fuzzy | class (rules in the script docstring and docs/audits/receptor_sources_typing.md). Systems: flywire, hemibrain, hemibrain_body, optic_inventory, manc, literature, malecns_class.
source_name,malecns_type,tier,evidence,n_cells_malecns,system
CB2211,LHPV4i3,alias,MaleCNS v1.0 body-annotations flywireType='CB2211' on 5/8 cells; NAME COLLISION: a FlyWire type named 'LHPV4i3' exists but MaleCNS maps this type elsewhere,8,flywire
CB2692,LHPV4i3,alias,MaleCNS v1.0 body-annotations flywireType='CB2692' on 3/8 cells; NAME COLLISION: a FlyWire type named 'LHPV4i3' exists but MaleCNS maps this type elsewhere,8,flywire
LHPV4i3,LHPV4i3,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 0 hemibrain bodies); MaleCNS hemibrainType agrees",8,hemibrain
CB3341,LHPV4i4,alias,MaleCNS v1.0 body-annotations flywireType='CB3341' on 2/2 cells,2,flywire
LHPV4i4,LHPV4i4,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
CB1518,LHPV4j2,alias,MaleCNS v1.0 body-annotations flywireType='CB1518' on 2/2 cells,2,flywire
LHPV4j2,LHPV4j2,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
LHPV4j3,LHPV4j3,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
LHPV4j3,LHPV4j3,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
LHPV4j4,LHPV4j4,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
LHPV4j4,LHPV4j4,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
LHPV4a5,LHPV4k1,alias,"MaleCNS v1.0 body-annotations flywireType='LHPV4a5,LHPV4k1' on 3/3 cells; MaleCNS 1 : FlyWire 2 (merged types); name not in Schlegel 2024 SD1 v3.0.0 cell_type list",3,flywire
LHPV4k1,LHPV4k1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 0 hemibrain bodies); MaleCNS hemibrainType agrees",3,hemibrain
LHPV4l1,LHPV4l1,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
LHPV4l1,LHPV4l1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
LHPV4m1,LHPV4m1,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
LHPV4m1,LHPV4m1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
LHPV5a1,LHPV5a1,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 15 FlyWire cells); MaleCNS flywireType agrees",12,flywire
LHPV5a1,LHPV5a1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 0 hemibrain bodies); MaleCNS hemibrainType agrees",12,hemibrain
CB1656a,LHPV5a2,alias,MaleCNS v1.0 body-annotations flywireType='CB1656a' on 2/8 cells; name not in Schlegel 2024 SD1 v3.0.0 cell_type list,8,flywire
CB1656b,LHPV5a2,alias,MaleCNS v1.0 body-annotations flywireType='CB1656b' on 2/8 cells; name not in Schlegel 2024 SD1 v3.0.0 cell_type list,8,flywire
CB2524,LHPV5a2,alias,MaleCNS v1.0 body-annotations flywireType='CB2524' on 4/8 cells,8,flywire
LHPV5a2,LHPV5a2,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 4 hemibrain bodies); MaleCNS hemibrainType agrees",8,hemibrain
CB4107,LHPV5a3,alias,MaleCNS v1.0 body-annotations flywireType='CB4107' on 6/6 cells; name not in Schlegel 2024 SD1 v3.0.0 cell_type list,6,flywire
LHPV5a3,LHPV5a3,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 5 hemibrain bodies); MaleCNS hemibrainType agrees",6,hemibrain
LHPV5a5,LHPV5a5,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 4 FlyWire cells); MaleCNS flywireType agrees",1,flywire
LHPV5a5,LHPV5a5,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",1,hemibrain
LHPV5b1,LHPV5b1,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 20 FlyWire cells); MaleCNS flywireType agrees",20,flywire
LHPV5b1,LHPV5b1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 7 hemibrain bodies); MaleCNS hemibrainType agrees",20,hemibrain
LHPV5b2,LHPV5b2,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 15 FlyWire cells); MaleCNS flywireType agrees",17,flywire
LHPV5b2,LHPV5b2,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 0 hemibrain bodies); MaleCNS hemibrainType agrees",17,hemibrain
LHPV5b3,LHPV5b3,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 20 FlyWire cells); MaleCNS flywireType agrees",14,flywire
LHPV5b2,LHPV5b3,alias,MaleCNS v1.0 body-annotations flywireType='LHPV5b2' on 1/14 cells,14,flywire
LHPV5b3,LHPV5b3,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 5 hemibrain bodies); MaleCNS hemibrainType agrees",14,hemibrain
LHPV5b4,LHPV5b4,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",4,flywire
LHPV5b4,LHPV5b4,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 0 hemibrain bodies); MaleCNS hemibrainType agrees",4,hemibrain
LHPV5b6,LHPV5b6,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 8 FlyWire cells); MaleCNS flywireType agrees",6,flywire
LHPV5b6,LHPV5b6,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 5 hemibrain bodies); MaleCNS hemibrainType agrees",6,hemibrain
LHPV5c1,LHPV5c1,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 29 FlyWire cells); MaleCNS flywireType agrees",12,flywire
CB3969,LHPV5c1,alias,MaleCNS v1.0 body-annotations flywireType='CB3969' on 4/12 cells; name not in Schlegel 2024 SD1 v3.0.0 cell_type list,12,flywire
LHPV5c1,LHPV5c1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 0 hemibrain bodies); MaleCNS hemibrainType agrees",12,hemibrain
CB3970,LHPV5c1_a,alias,MaleCNS v1.0 body-annotations flywireType='CB3970' on 2/8 cells; name not in Schlegel 2024 SD1 v3.0.0 cell_type list,8,flywire
CB3971,LHPV5c1_a,alias,MaleCNS v1.0 body-annotations flywireType='CB3971' on 2/8 cells; name not in Schlegel 2024 SD1 v3.0.0 cell_type list,8,flywire
CB3972,LHPV5c1_a,alias,MaleCNS v1.0 body-annotations flywireType='CB3972' on 4/8 cells; name not in Schlegel 2024 SD1 v3.0.0 cell_type list,8,flywire
LHPV5c1_a,LHPV5c1_a,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 4 hemibrain bodies); MaleCNS hemibrainType agrees",8,hemibrain
CB3973,LHPV5c1_c,alias,MaleCNS v1.0 body-annotations flywireType='CB3973' on 2/2 cells; name not in Schlegel 2024 SD1 v3.0.0 cell_type list,2,flywire
LHPV5c1_c,LHPV5c1_c,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
CB3973,LHPV5c1_d,alias,MaleCNS v1.0 body-annotations flywireType='CB3973' on 4/8 cells; name not in Schlegel 2024 SD1 v3.0.0 cell_type list,8,flywire
CB3974,LHPV5c1_d,alias,MaleCNS v1.0 body-annotations flywireType='CB3974' on 4/8 cells; name not in Schlegel 2024 SD1 v3.0.0 cell_type list,8,flywire
LHPV5c1_d,LHPV5c1_d,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 4 hemibrain bodies); MaleCNS hemibrainType agrees",8,hemibrain
CB3974,LHPV5c2,alias,MaleCNS v1.0 body-annotations flywireType='CB3974' on 2/2 cells; name not in Schlegel 2024 SD1 v3.0.0 cell_type list; NAME COLLISION: a FlyWire type named 'LHPV5c2' exists but MaleCNS maps this type elsewhere,2,flywire
LHPV5c2,LHPV5c2,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
LHPV5c3,LHPV5c3,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 10 FlyWire cells); MaleCNS flywireType agrees",12,flywire
LHPV5c3,LHPV5c3,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType agrees",12,hemibrain
LHPV5d1,LHPV5d1,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 10 FlyWire cells); MaleCNS flywireType agrees",9,flywire
CB2979,LHPV5d1,alias,MaleCNS v1.0 body-annotations flywireType='CB2979' on 1/9 cells,9,flywire
LHPV5d1,LHPV5d1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 0 hemibrain bodies); MaleCNS hemibrainType agrees",9,hemibrain
CB3138,LHPV5d3,alias,MaleCNS v1.0 body-annotations flywireType='CB3138' on 2/2 cells,2,flywire
LHPV5d3,LHPV5d3,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
LHPV5e1,LHPV5e1,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
LHPV5e1,LHPV5e1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
LHPV5e2,LHPV5e2,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
LHPV5e2,LHPV5e2,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
LHPV5e3,LHPV5e3,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
LHPV5e3,LHPV5e3,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
SMP270,LHPV5g1_a,alias,"MaleCNS v1.0 body-annotations flywireType='LHPV5g1_a,SMP270' on 5/5 cells; MaleCNS 1 : FlyWire 2 (merged types); name not in Schlegel 2024 SD1 v3.0.0 cell_type list",5,flywire
LHPV5g1_a,LHPV5g1_a,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",5,hemibrain
LHPV5g1_b,LHPV5g1_b,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 8 FlyWire cells); MaleCNS flywireType agrees",7,flywire
LHPV5g1_b,LHPV5g1_b,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType agrees",7,hemibrain
LHPV5g2,LHPV5g2,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 6 FlyWire cells); MaleCNS flywireType agrees",6,flywire
LHPV5g2,LHPV5g2,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 4 hemibrain bodies); MaleCNS hemibrainType agrees",6,hemibrain
CB1348,LHPV5h2_a,alias,MaleCNS v1.0 body-annotations flywireType='CB1348' on 4/4 cells,4,flywire
LHPV5h2,LHPV5h2_a,alias,MaleCNS v1.0 body-annotations hemibrainType='LHPV5h2' on 4/4 cells,4,hemibrain
CB3148,LHPV5h2_b,alias,MaleCNS v1.0 body-annotations flywireType='CB3148' on 3/3 cells,3,flywire
LHPV5h2,LHPV5h2_b,alias,MaleCNS v1.0 body-annotations hemibrainType='LHPV5h2' on 3/3 cells,3,hemibrain
CB3418,LHPV5h2_c,alias,"MaleCNS v1.0 body-annotations flywireType='CB3418,CB3468' on 2/2 cells; MaleCNS 1 : FlyWire 2 (merged types)",2,flywire
CB3468,LHPV5h2_c,alias,"MaleCNS v1.0 body-annotations flywireType='CB3418,CB3468' on 2/2 cells; MaleCNS 1 : FlyWire 2 (merged types)",2,flywire
LHPV5h2,LHPV5h2_c,alias,MaleCNS v1.0 body-annotations hemibrainType='LHPV5h2' on 2/2 cells,2,hemibrain
CB1704,LHPV5h4,alias,MaleCNS v1.0 body-annotations flywireType='CB1704' on 4/8 cells,8,flywire
CB2159,LHPV5h4,alias,MaleCNS v1.0 body-annotations flywireType='CB2159' on 4/8 cells,8,flywire
LHPV5h4,LHPV5h4,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType agrees",8,hemibrain
LHPV5i1,LHPV5i1,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
LHPV5i1,LHPV5i1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
CB2079,LHPV5j1,alias,MaleCNS v1.0 body-annotations flywireType='CB2079' on 4/4 cells,4,flywire
LHPV5j1,LHPV5j1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",4,hemibrain
LHPV5l1,LHPV5l1,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
LHPV5l1,LHPV5l1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
CB2810,LHPV5m1,alias,MaleCNS v1.0 body-annotations flywireType='CB2810' on 4/4 cells,4,flywire
LHPV5m1,LHPV5m1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType agrees",4,hemibrain
LHPV6a1,LHPV6a1,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 8 FlyWire cells); MaleCNS flywireType agrees",23,flywire
CB1921,LHPV6a1,alias,MaleCNS v1.0 body-annotations flywireType='CB1921' on 5/23 cells,23,flywire
CB2199,LHPV6a1,alias,MaleCNS v1.0 body-annotations flywireType='CB2199' on 4/23 cells,23,flywire
CB2470,LHPV6a1,alias,"MaleCNS v1.0 body-annotations flywireType='CB2470,CB3117' on 6/23 cells; MaleCNS 1 : FlyWire 2 (merged types)",23,flywire
CB3117,LHPV6a1,alias,"MaleCNS v1.0 body-annotations flywireType='CB2470,CB3117' on 6/23 cells; MaleCNS 1 : FlyWire 2 (merged types)",23,flywire
LHPV6a1,LHPV6a1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 14 hemibrain bodies); MaleCNS hemibrainType agrees",23,hemibrain
LHPV6a10,LHPV6a10,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
LHPV6a10,LHPV6a10,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
LHPV6a3,LHPV6a3,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 7 FlyWire cells); MaleCNS flywireType agrees",6,flywire
LHPV6a3,LHPV6a3,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 0 hemibrain bodies); MaleCNS hemibrainType agrees",6,hemibrain
CB1737,LHPV6a9_b,alias,MaleCNS v1.0 body-annotations flywireType='CB1737' on 7/7 cells,7,flywire
LHPV6a9_b,LHPV6a9_b,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType agrees",7,hemibrain
LHPV6c1,LHPV6c1,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
LHPV6c1,LHPV6c1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
LHPV6c2,LHPV6c2,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
LHPV6c2,LHPV6c2,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
LHPV6d1,LHPV6d1,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 9 FlyWire cells); MaleCNS flywireType agrees",10,flywire
LHPV6d1,LHPV6d1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",10,hemibrain
LHPV6f1,LHPV6f1,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 9 FlyWire cells); MaleCNS flywireType agrees",11,flywire
LHPV6f1,LHPV6f1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 6 hemibrain bodies); MaleCNS hemibrainType agrees",11,hemibrain
CB3119,LHPV6f3_b,alias,MaleCNS v1.0 body-annotations flywireType='CB3119' on 4/4 cells,4,flywire
LHPV6f3_b,LHPV6f3_b,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",4,hemibrain
CB3735,LHPV6f5,alias,MaleCNS v1.0 body-annotations flywireType='CB3735' on 5/5 cells,5,flywire
LHPV6f5,LHPV6f5,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",5,hemibrain
LHPV6g1,LHPV6g1,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
LHPV6g1,LHPV6g1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
LHPV6h1,LHPV6h1,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 6 FlyWire cells); MaleCNS flywireType agrees",7,flywire
CB3248,LHPV6h1_b,alias,MaleCNS v1.0 body-annotations flywireType='CB3248' on 6/6 cells,6,flywire
LHPV6h1_b,LHPV6h1_b,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",6,hemibrain
LHPV6h2,LHPV6h2,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 5 FlyWire cells); MaleCNS flywireType agrees",7,flywire
LHPV6h2,LHPV6h2,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType agrees",7,hemibrain
CB1953,"LHPV6h3,SLP276",alias,"MaleCNS v1.0 body-annotations flywireType='CB1953' on 6/6 cells; NAME COLLISION: a FlyWire type named 'LHPV6h3,SLP276' exists but MaleCNS maps this type elsewhere",6,flywire
LHPV6h3,"LHPV6h3,SLP276",alias,"MaleCNS v1.0 body-annotations hemibrainType='LHPV6h3,SLP276' on 6/6 cells; MaleCNS 1 : hemibrain 2 (merged types)",6,hemibrain
SLP276,"LHPV6h3,SLP276",alias,"MaleCNS v1.0 body-annotations hemibrainType='LHPV6h3,SLP276' on 6/6 cells; MaleCNS 1 : hemibrain 2 (merged types)",6,hemibrain
CB3260,LHPV6i1_a,alias,"MaleCNS v1.0 body-annotations flywireType='CB3260,CB3723' on 4/4 cells; MaleCNS 1 : FlyWire 2 (merged types)",4,flywire
CB3723,LHPV6i1_a,alias,"MaleCNS v1.0 body-annotations flywireType='CB3260,CB3723' on 4/4 cells; MaleCNS 1 : FlyWire 2 (merged types)",4,flywire
LHPV6i1_a,LHPV6i1_a,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType agrees",4,hemibrain
CB3781,LHPV6i2_a,alias,MaleCNS v1.0 body-annotations flywireType='CB3781' on 2/2 cells,2,flywire
LHPV6i2_a,LHPV6i2_a,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
LHPV6j1,LHPV6j1,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
LHPV6j1,LHPV6j1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
CB3290,LHPV6k1,alias,MaleCNS v1.0 body-annotations flywireType='CB3290' on 6/6 cells; NAME COLLISION: a FlyWire type named 'LHPV6k1' exists but MaleCNS maps this type elsewhere,6,flywire
LHPV6k1,LHPV6k1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType agrees",6,hemibrain
LHPV6k2,LHPV6k2,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 4 FlyWire cells); MaleCNS flywireType agrees",4,flywire
LHPV6k2,LHPV6k2,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",4,hemibrain
LHPV6l1,LHPV6l1,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
LHPV6l1,LHPV6l1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
LHPV6l2,LHPV6l2,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
LHPV6l2,LHPV6l2,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
LHPV6m1,LHPV6m1,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
LHPV6m1,LHPV6m1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
LHPV6o1,LHPV6o1,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
LHPV6o1,LHPV6o1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
LHPV6p1,LHPV6p1,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
LHPV6p1,LHPV6p1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
LHPV6q1,LHPV6q1,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
LHPV6q1,LHPV6q1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
Cachero 2010: pSP-e,LHPV6q1,alias,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)",2,literature
Wu 2024: FMRFa-WED,LHPV6q1,alias,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)",2,literature
fru-M-000116,LHPV6q1,alias,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)",2,literature
LHPV7a1a,LHPV7a1,alias,MaleCNS v1.0 body-annotations flywireType='LHPV7a1a' on 2/4 cells,4,flywire
LHPV7a1b,LHPV7a1,alias,MaleCNS v1.0 body-annotations flywireType='LHPV7a1b' on 2/4 cells,4,flywire
LHPV7a1,LHPV7a1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",4,hemibrain
LHPV7a2,LHPV7a2,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 4 FlyWire cells); MaleCNS flywireType agrees",4,flywire
LHPV7a2,LHPV7a2,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees",4,hemibrain
LHPV7b1,LHPV7b1,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
LHPV7b1,LHPV7b1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
LHPV7c1,LHPV7c1,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 3 FlyWire cells); MaleCNS flywireType agrees",2,flywire
LHPV7c1,LHPV7c1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
LHPV8a1,LHPV8a1,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
LHPV8a1,LHPV8a1,exact,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees",2,hemibrain
LHPV8c1,LHPV8c1,exact,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.0.0, 2 FlyWire cells); MaleCNS flywireType agrees",2,flywire
