arm,starts,run,brain_seed,row,env_seed,start_x,start_y,heading_deg,feeding_s,first_contact_s,path_m,mean_abs_dna_lr_hz,mean_abs_turn,mean_abs_steer_input_hz,mean_abs_integral_hz,mean_abs_yaw_rad_s,min_fruit_distance_m,end_energy,zero_energy_s
full,drawn,1,32,1,1,0.536004527671718,-0.08907576783745286,-110.20876239444814,14.619999999999733,13.84,0.6356864146409564,0.6024888181025861,0.016861649456841404,3.706605265835921,2.510975526664406,0.06506963185865582,-0.0006721321347083467,0.8036322692286963,
full,drawn,1,32,2,2,-0.19941807766593161,-0.2751324824690579,112.97796125580754,14.359999999999738,10.98,0.4564258353224004,0.26254414535383097,0.0071503855683840815,1.409706390624245,0.8693174965369205,0.035601893593891536,0.00558751591143454,0.7895493183128062,
full,drawn,1,32,3,3,0.3174038294020318,-0.014724182086098103,-27.725692268078518,13.449999999999758,0.4,1.25227256571121,0.0836626045147851,0.00010472897673025728,0.010604885816574096,0.0022265676967799662,0.022954981349282533,0.002159689484328573,0.7366564113904149,
full,drawn,1,32,4,4,0.4068861628658377,-0.18105349844072238,-87.86861814303862,14.999999999999725,20.93,0.6452844180378631,0.9851802333811454,0.028156613505949887,5.876753291363517,3.7311004274369526,0.09441362900167082,-0.005161886614865996,0.8383784641214167,17.98
full,drawn,1,32,5,5,-0.11980671280688665,-0.16999832601420917,32.725026635548176,14.019999999999746,6.98,0.5698537801126686,0.2604289700014174,0.007877825943481487,1.7815657081703344,1.200039189987195,0.038647066191951816,-0.06141482340118295,0.768603804391237,
goal-only,drawn,1,32,0,0,-0.19033049573388322,-0.043482688814040826,-113.49663953961064,13.569999999999755,1.89,1.3479018851751319,0.07021804647295382,0.0022031207367156943,0.1762496596078078,0.0,0.025339875335252397,-0.015512083898277285,0.7441280663353228,
goal-only,drawn,1,32,1,1,0.536004527671718,-0.08907576783745286,-110.20876239444814,14.999999999999725,31.42,0.6052308849791955,0.5761255011043753,0.0641331874638369,5.1306549896796545,0.0,0.056514494105866175,-0.03634929225037362,0.8866932219894484,18.3
goal-only,drawn,1,32,2,2,-0.19941807766593161,-0.2751324824690579,112.97796125580754,14.999999999999725,33.43,0.5992571858155679,0.6978865404580327,0.06760723402316217,5.408578706582388,0.0,0.06458757792098503,-0.050626558811134,0.896170825814917,18.19
goal-only,drawn,1,32,3,3,0.3174038294020318,-0.014724182086098103,-27.725692268078518,13.449999999999758,0.4,1.2743318039872482,0.09460444356724104,0.00010472897673025728,0.008378318349520365,0.0,0.02493563244854388,0.003966451325159574,0.736389100016634,
goal-only,drawn,1,32,4,4,0.4068861628658377,-0.18105349844072238,-87.86861814303862,0.0,,1.5221327335232342,0.11902542131107884,0.028519357680731144,2.281548609286547,0.0,0.02962422503967866,0.13898325952902832,0.0,18.63
goal-only,drawn,1,32,5,5,-0.11980671280688665,-0.16999832601420917,32.725026635548176,14.489999999999736,12.57,0.4637080717114406,0.2719402159967958,0.019558812457835303,1.564704993950824,0.0,0.03249960656072419,0.007598335533947703,0.7971240145883015,
feedback-only,drawn,1,32,0,0,-0.19033049573388322,-0.043482688814040826,-113.49663953961064,14.559999999999734,13.11,0.5792528743192509,0.6274963781980766,0.01906893073619964,3.0835533744096755,1.7325831479827563,0.06690671210790916,-0.018554665010096907,0.8001840709156213,
feedback-only,drawn,1,32,1,1,0.536004527671718,-0.08907576783745286,-110.20876239444814,0.0,,1.55334047305412,1.0721532819419677,0.03152382611713316,8.213762993489702,5.9862968426321945,0.10956530434966293,0.17508742164027527,0.0,19.25
feedback-only,drawn,1,32,2,2,-0.19941807766593161,-0.2751324824690579,112.97796125580754,14.579999999999734,13.39,0.6626029914609419,0.6474365062549202,0.01919717222859617,3.7243586921691896,2.3524537227799494,0.06933760686273305,-0.06994672866538368,0.8014046999176797,
feedback-only,drawn,1,32,3,3,0.3174038294020318,-0.014724182086098103,-27.725692268078518,13.449999999999758,0.4,1.2558186463228114,0.0563141496620139,0.00010534360694388549,0.010825234353542329,0.002397745760778586,0.026165711987827085,-0.00035583701626834986,0.7367161460776307,
feedback-only,drawn,1,32,4,4,0.4068861628658377,-0.18105349844072238,-87.86861814303862,0.0,,1.4588359085715266,1.203120991345546,0.03626375154623626,8.739230150530735,6.33489210239922,0.11184178093006042,0.13898327900385615,0.0,18.82
feedback-only,drawn,1,32,5,5,-0.11980671280688665,-0.16999832601420917,32.725026635548176,14.039999999999745,7.25,0.4469198528072739,0.18904039013647903,0.005768826535592477,1.9232390128572783,1.496276794821024,0.02819119262623732,-0.03554972960807651,0.769640953635608,
full,drawn,2,33,0,0,-0.19033049573388322,-0.043482688814040826,-113.49663953961064,14.949999999999726,1.74,0.7112455683570689,0.7469803919459976,0.024219551424806317,4.4128045000632605,2.8190451476629823,0.08202611125729148,-0.03732940654791388,0.8228354757082598,
full,drawn,2,33,1,1,0.536004527671718,-0.08907576783745286,-110.20876239444814,14.519999999999735,12.9,0.6446761744419417,0.5913326252378109,0.014525928305423198,3.1147420789301394,2.010840895778189,0.060078647756054905,-0.004124293674163176,0.7983768681420266,
full,drawn,2,33,2,2,-0.19941807766593161,-0.2751324824690579,112.97796125580754,14.999999999999725,28.72,0.6897011210205511,0.8446801125553415,0.023880494870390977,4.982287102267146,3.469265554165468,0.08166433582643737,-0.02031800977976435,0.8745972351125416,18.2
full,drawn,2,33,3,3,0.3174038294020318,-0.014724182086098103,-27.725692268078518,13.449999999999758,0.43,1.2686032365361983,0.07923439689806878,0.0001745574789432188,0.019043062130610147,0.00507846400141716,0.027607903243667634,0.0013935917441675327,0.7366374702331527,
full,drawn,2,33,4,4,0.4068861628658377,-0.18105349844072238,-87.86861814303862,14.999999999999725,20.39,0.6474156970488665,1.0218513409793661,0.027694414911869292,5.743630480791132,3.670304331878821,0.09414063654611289,0.0020884697407198716,0.8357638389369175,18.1
full,drawn,2,33,5,5,-0.11980671280688665,-0.16999832601420917,32.725026635548176,14.019999999999746,6.84,0.5642064138710426,0.33629854015735117,0.00802656851708889,1.735357842023174,1.1399848071144272,0.03801030404847566,-0.057429399095728806,0.768253645674746,
goal-only,drawn,2,33,0,0,-0.19033049573388322,-0.043482688814040826,-113.49663953961064,13.569999999999755,1.78,1.3210826827273856,0.09351093245928437,0.0020368822074184815,0.16295057728886606,0.0,0.025170017707022374,-0.014091967770792146,0.7444302953151812,
goal-only,drawn,2,33,1,1,0.536004527671718,-0.08907576783745286,-110.20876239444814,0.0,,0.9071692226658968,2.1453499138573657,0.19705298704560847,15.76423892185092,0.0,0.17668490591929323,0.01973583526008725,0.0,18.1
goal-only,drawn,2,33,2,2,-0.19941807766593161,-0.2751324824690579,112.97796125580754,8.829999999999856,51.18,0.8754215657179392,1.278012454682961,0.10985766641815038,8.788613260115186,0.0,0.1172495709361133,0.013940167892746153,0.5590423776268252,18.17
goal-only,drawn,2,33,3,3,0.3174038294020318,-0.014724182086098103,-27.725692268078518,13.449999999999758,0.43,1.2724598904577538,0.03693362203753315,0.00017455662212645013,0.013964529633522033,0.0,0.027247165440097792,0.003481545899413829,0.7378589355323034,
goal-only,drawn,2,33,4,4,0.4068861628658377,-0.18105349844072238,-87.86861814303862,0.0,,1.490207641950779,0.2125643250610188,0.023317542154203088,1.8654033700046906,0.0,0.034526251647808495,0.13898377641125356,0.0,19.14
goal-only,drawn,2,33,5,5,-0.11980671280688665,-0.16999832601420917,32.725026635548176,14.999999999999725,33.17,0.7082202930561748,0.8595852823442229,0.08190070262047812,6.552056174452106,0.0,0.08634186622850165,0.0075811776583699225,0.8955960470104841,18.18
feedback-only,drawn,2,33,0,0,-0.19033049573388322,-0.043482688814040826,-113.49663953961064,14.509999999999735,1.72,0.5760327394443729,0.5773784864114045,0.017723894748778547,2.9134410709142684,1.7563184513896704,0.0625226950808386,-0.02304089862686154,0.7976519021517784,
feedback-only,drawn,2,33,1,1,0.536004527671718,-0.08907576783745286,-110.20876239444814,0.0,,1.4767331691706604,1.0458580672082942,0.027588905107537965,7.616104142790039,5.640083269640648,0.10061155974579185,0.17516768855526935,0.0,19.3
feedback-only,drawn,2,33,2,2,-0.19941807766593161,-0.2751324824690579,112.97796125580754,14.569999999999734,13.09,0.5985252355814202,0.639968947327772,0.019850106607579316,4.1212103527784345,2.674976267243425,0.06944919942174108,-0.07405949855565416,0.7998613257154702,
feedback-only,drawn,2,33,3,3,0.3174038294020318,-0.014724182086098103,-27.725692268078518,13.449999999999758,0.44,1.2440857623526793,0.09987832566723233,0.00017944452663262684,0.01964233100414276,0.005286769059797128,0.025948761313277727,0.0020176523161912364,0.7363064771689936,
feedback-only,drawn,2,33,4,4,0.4068861628658377,-0.18105349844072238,-87.86861814303862,0.0,,1.4732297754897539,1.0023679660173637,0.03333842453019315,7.0759590778127315,4.898389359341624,0.0990415518677582,0.13898377641125356,0.0,18.84
feedback-only,drawn,2,33,5,5,-0.11980671280688665,-0.16999832601420917,32.725026635548176,14.039999999999745,7.19,0.4497537920522197,0.18942104794806433,0.005188814568682574,1.3275303200880686,0.9152567904318373,0.028214027290623656,-0.02950476615540637,0.7692128374856297,
full,drawn,3,34,0,0,-0.19033049573388322,-0.043482688814040826,-113.49663953961064,15.049999999999724,1.76,0.6412229764843764,0.8257611711734281,0.02323863028080571,4.978002392612398,3.2898192736071845,0.08321715637801198,-0.04954772467580243,0.8444952370042096,18.6
full,drawn,3,34,1,1,0.536004527671718,-0.08907576783745286,-110.20876239444814,14.619999999999733,13.93,0.5821864068955297,0.5027501194791283,0.013717758084773475,2.91599651068449,2.0061973828387756,0.05873462022190279,-0.00016117845602785577,0.8047736662732302,
full,drawn,3,34,2,2,-0.19941807766593161,-0.2751324824690579,112.97796125580754,14.29999999999974,10.19,0.5658411886325229,0.3204610296179895,0.009496101536399995,1.8142986109356085,1.1335978258773685,0.042682484265592686,-0.006612323651340582,0.7853778552730496,
full,drawn,3,34,3,3,0.3174038294020318,-0.014724182086098103,-27.725692268078518,13.449999999999758,0.49,1.260219986320971,0.08117333698242807,0.00017530800541862846,0.019105753501256307,0.005081112664192915,0.02194984247873139,-0.0015742987530782846,0.7372259067669089,
full,drawn,3,34,4,4,0.4068861628658377,-0.18105349844072238,-87.86861814303862,14.999999999999725,20.8,0.6173758896318694,0.9753614815365662,0.026226710077219953,6.107086342871189,4.118423188325639,0.09003699944398828,0.0011705987007766365,0.8388639025331689,18.18
full,drawn,3,34,5,5,-0.11980671280688665,-0.16999832601420917,32.725026635548176,14.019999999999746,7.11,0.6097686036888516,0.29289433830588135,0.007691428779313962,1.3514752573023239,0.7786246612776692,0.04683941138825683,-0.06418948878632935,0.7688161231676564,
goal-only,drawn,3,34,0,0,-0.19033049573388322,-0.043482688814040826,-113.49663953961064,13.569999999999755,1.85,1.3532735931153363,0.10770478954548206,0.0020105758084294698,0.1608460662762324,0.0,0.027095938201176183,-0.008079643921514657,0.7440602945159548,
goal-only,drawn,3,34,1,1,0.536004527671718,-0.08907576783745286,-110.20876239444814,0.0,,1.0165539686003928,1.799728780176475,0.17379409962595674,13.903527886768183,0.0,0.1580859118165597,0.01747621397187246,0.0,18.42
goal-only,drawn,3,34,2,2,-0.19941807766593161,-0.2751324824690579,112.97796125580754,14.999999999999725,24.34,0.6745464748237584,0.2818245813001027,0.02994762398583892,2.395809917971492,0.0,0.03562988908638232,0.009279844082892258,0.8542181966903222,18.5
goal-only,drawn,3,34,3,3,0.3174038294020318,-0.014724182086098103,-27.725692268078518,13.449999999999758,0.48,1.2916147367463262,0.06166214486369264,0.0001753161265514791,0.014025290211041768,0.0,0.02073117744313929,-0.0013072816900971491,0.7365244197196132,
goal-only,drawn,3,34,4,4,0.4068861628658377,-0.18105349844072238,-87.86861814303862,0.0,,1.4809708782326692,0.23037196389244205,0.03039840883963431,2.4318727031101783,0.0,0.04044033804462261,0.13898188641579212,0.0,19.06
goal-only,drawn,3,34,5,5,-0.11980671280688665,-0.16999832601420917,32.725026635548176,14.999999999999725,33.34,0.7187221762414251,1.1230841743960727,0.08552810310948795,6.842248229036729,0.0,0.10110764709609554,-0.0031616385663146944,0.8965436256049085,18.17
feedback-only,drawn,3,34,0,0,-0.19033049573388322,-0.043482688814040826,-113.49663953961064,14.529999999999735,1.79,0.5693838492073282,0.5795237184127447,0.018086076161610738,2.8710536815722785,1.6868514607598384,0.05941625698716951,-0.020437817572714956,0.797786623172957,
feedback-only,drawn,3,34,1,1,0.536004527671718,-0.08907576783745286,-110.20876239444814,0.0,,1.556777628566715,0.9584896425402405,0.02845336987315932,8.367468727777402,6.405926979758466,0.10060326504844674,0.17487614935495713,0.0,19.3
feedback-only,drawn,3,34,2,2,-0.19941807766593161,-0.2751324824690579,112.97796125580754,14.569999999999734,13.22,0.6055536797048386,0.6866018864580925,0.019217377608292736,3.9001074695587157,2.4654397620012363,0.0709304471919595,-0.07161002434082636,0.800158223711193,
feedback-only,drawn,3,34,3,3,0.3174038294020318,-0.014724182086098103,-27.725692268078518,13.449999999999758,0.47,1.2329451055832408,0.08649154228805965,0.0001792698074132204,0.01963529388109843,0.005293709176282088,0.026042717640324297,0.0016900309515765783,0.7362176943854326,
feedback-only,drawn,3,34,4,4,0.4068861628658377,-0.18105349844072238,-87.86861814303862,0.0,,1.5208932763941103,1.091085548936088,0.03706952325414629,10.563392402082682,8.351108412314206,0.10774821399505313,0.13898188641579212,0.0,18.83
feedback-only,drawn,3,34,5,5,-0.11980671280688665,-0.16999832601420917,32.725026635548176,14.049999999999745,7.44,0.44822731844862934,0.2388648817875459,0.005236806638325409,1.4784837115804355,1.0757645909984908,0.03287997804572881,-0.026213203059433282,0.7701116151927239,
full,drawn,4,35,0,0,-0.19033049573388322,-0.043482688814040826,-113.49663953961064,13.569999999999755,1.8,1.3714943728648739,0.03126760813369473,0.0019256004423368722,0.3335551163305839,0.1795070713913689,0.02715406604475722,-0.015553828974123139,0.7435484594281528,
full,drawn,4,35,1,1,0.536004527671718,-0.08907576783745286,-110.20876239444814,14.629999999999733,14.0,0.5842300742180304,0.5397223469546696,0.014403224003229602,3.1813517416020236,2.095025692842901,0.05758260058856979,-0.0029007096776662057,0.8051553886869759,
full,drawn,4,35,2,2,-0.19941807766593161,-0.2751324824690579,112.97796125580754,14.389999999999738,11.34,0.46379901442541804,0.3973922332062599,0.008148948606491709,2.0650151996066173,1.4491725051558266,0.04254198576446371,0.00652320478262762,0.7904423163354322,
full,drawn,4,35,3,3,0.3174038294020318,-0.014724182086098103,-27.725692268078518,13.449999999999758,0.41,1.254339925304435,0.11702626934556562,0.00017493225866928696,0.01908607323964437,0.005091492868959904,0.023660054706970003,0.002447286791716118,0.7368508125966681,
full,drawn,4,35,4,4,0.4068861628658377,-0.18105349844072238,-87.86861814303862,14.999999999999725,20.5,0.6993285092069575,0.9488573831547522,0.026990415988014622,5.844136384949088,3.7999838728023074,0.08858920055522704,-0.0008558358214133576,0.8364989081527551,17.95
full,drawn,4,35,5,5,-0.11980671280688665,-0.16999832601420917,32.725026635548176,14.019999999999746,6.95,0.47254660764347245,0.33292007004741975,0.008062746417708695,1.6432658467441796,1.0616458198598897,0.03687889197850811,-0.05436937431910719,0.7676542177738814,
goal-only,drawn,4,35,0,0,-0.19033049573388322,-0.043482688814040826,-113.49663953961064,13.569999999999755,1.84,1.369464312089135,0.03378544165529411,0.002254736766141529,0.18037894191841283,0.0,0.021385202708071104,-0.01447371078932468,0.7438579597634755,
goal-only,drawn,4,35,1,1,0.536004527671718,-0.08907576783745286,-110.20876239444814,14.999999999999725,43.97,0.6504713642309934,1.0860008405202015,0.12138381616328843,9.710705251693726,0.0,0.09883095714546648,0.008938772652691305,0.9455879303117933,18.4
goal-only,drawn,4,35,2,2,-0.19941807766593161,-0.2751324824690579,112.97796125580754,14.349999999999739,10.86,0.7038080556496926,0.2761996014810265,0.013816796213698884,1.1053436951587599,0.0,0.034703972861223974,-0.010130507203711024,0.7895580126007253,
goal-only,drawn,4,35,3,3,0.3174038294020318,-0.014724182086098103,-27.725692268078518,13.449999999999758,0.41,1.3132980029726995,0.09685646039729252,0.00017493225866928696,0.013994580606619516,0.0,0.027359004181167376,0.0003942508320402341,0.7364508426772788,
goal-only,drawn,4,35,4,4,0.4068861628658377,-0.18105349844072238,-87.86861814303862,0.0,,1.481180107525595,0.2104763020668633,0.03034282106663644,2.4274256859657664,0.0,0.03488416949205626,0.13898697638680443,0.0,18.73
goal-only,drawn,4,35,5,5,-0.11980671280688665,-0.16999832601420917,32.725026635548176,14.28999999999974,10.12,0.45676420544922064,0.21660828115652456,0.015953191998414697,1.276255361487468,0.0,0.02730242710658785,0.01110238770976818,0.7848310568951845,
feedback-only,drawn,4,35,0,0,-0.19033049573388322,-0.043482688814040826,-113.49663953961064,14.599999999999733,1.71,0.5819780305411641,0.6809882542327553,0.01940615274356484,3.1557697356740633,1.7312489077231537,0.07119822530094974,-0.03248111347629793,0.8015291584773376,
feedback-only,drawn,4,35,1,1,0.536004527671718,-0.08907576783745286,-110.20876239444814,0.0,,1.484652490761761,0.8281761525698376,0.027129383858969854,7.720650933844348,5.930573339872062,0.09198360766214413,0.1754951923668605,0.0,19.31
feedback-only,drawn,4,35,2,2,-0.19941807766593161,-0.2751324824690579,112.97796125580754,14.579999999999734,13.44,0.6277725202434404,0.6594982559202552,0.01894109481955335,3.387371200521787,2.0553938309848307,0.07187213120503397,-0.06643128205740416,0.8023829516566037,
feedback-only,drawn,4,35,3,3,0.3174038294020318,-0.014724182086098103,-27.725692268078518,13.449999999999758,0.41,1.2691556446835424,0.0897904551150055,0.00017770568529764812,0.019472810129324596,0.005256355392436187,0.02367385298718953,6.365711918012752e-05,0.7364510275146284,
feedback-only,drawn,4,35,4,4,0.4068861628658377,-0.18105349844072238,-87.86861814303862,0.0,,1.650035802286845,0.9403310909000377,0.027037214558654342,6.829614236578346,5.2047223640667895,0.10045855378251403,0.13898696615036504,0.0,19.12
feedback-only,drawn,4,35,5,5,-0.11980671280688665,-0.16999832601420917,32.725026635548176,14.039999999999745,7.18,0.45143927255111554,0.16276188916086254,0.005131978283607168,1.3197918222347895,0.912179429444174,0.028074207005878017,-0.02290457218091692,0.7689628156604037,
full,drawn,5,36,0,0,-0.19033049573388322,-0.043482688814040826,-113.49663953961064,13.569999999999755,1.81,1.3321834181656413,0.14642355836793655,0.0020212186636247983,0.3442020775874456,0.18250458559642235,0.02913928339043038,-0.012853121584528365,0.7438251784742729,
full,drawn,5,36,1,1,0.536004527671718,-0.08907576783745286,-110.20876239444814,14.599999999999733,13.72,0.5738162328957536,0.5863366184160583,0.013474004070691686,2.6114568318923315,1.6537135743598144,0.06143181656346809,0.0007444474323817108,0.8028594812548053,
full,drawn,5,36,2,2,-0.19941807766593161,-0.2751324824690579,112.97796125580754,14.31999999999974,10.43,0.5688808334860327,0.38341757058011083,0.0107248290242084,2.297462338656187,1.5163101619544128,0.04745730372741164,-0.014387343761945861,0.7863362813859258,
full,drawn,5,36,3,3,0.3174038294020318,-0.014724182086098103,-27.725692268078518,13.449999999999758,0.45,1.2982001467151847,0.05682680116957698,0.00017524277636160452,0.019109251002470653,0.005089829334368309,0.025976922228521496,-0.0007448156375666473,0.7358136500314388,
full,drawn,5,36,4,4,0.4068861628658377,-0.18105349844072238,-87.86861814303862,14.999999999999725,20.22,0.6170728640501076,0.9856557831488071,0.028397847862603763,6.23484222466747,4.136184332060317,0.09268023304457465,-0.005659333161441691,0.8352121261928973,18.09
full,drawn,5,36,5,5,-0.11980671280688665,-0.16999832601420917,32.725026635548176,14.009999999999746,6.98,0.5631455265804027,0.29071376602600274,0.007853153644052023,1.3311697062353294,0.7462695483413214,0.03699266075845582,-0.06032015985190743,0.7679040339564767,
goal-only,drawn,5,36,0,0,-0.19033049573388322,-0.043482688814040826,-113.49663953961064,13.569999999999755,1.82,1.3144624651640917,0.10864827046510646,0.0020854010879217334,0.16683208733797072,0.0,0.02694494058945067,-0.007242768879969722,0.7443125164884261,
goal-only,drawn,5,36,1,1,0.536004527671718,-0.08907576783745286,-110.20876239444814,0.0,,0.9044669889764677,2.4306383180942563,0.2136823073720249,17.09458459953467,0.0,0.20928439595216977,0.016836573899860617,0.0,18.24
goal-only,drawn,5,36,2,2,-0.19941807766593161,-0.2751324824690579,112.97796125580754,0.0,,0.885097130121224,1.4367356436610463,0.1360682788814059,10.885462282200654,0.0,0.1293705347489057,0.024012458060906232,0.0,18.32
goal-only,drawn,5,36,3,3,0.3174038294020318,-0.014724182086098103,-27.725692268078518,13.449999999999758,0.45,1.243636587931587,0.059171557216476815,0.00017524277636160452,0.014019422233104706,0.0,0.022738774851687193,0.0022441200523630554,0.7375469060056081,
goal-only,drawn,5,36,4,4,0.4068861628658377,-0.18105349844072238,-87.86861814303862,0.0,,1.5071549837478861,0.23892479937788816,0.022913532324528207,1.833082583961077,0.0,0.028989757041982204,0.1389834208994657,0.0,19.13
goal-only,drawn,5,36,5,5,-0.11980671280688665,-0.16999832601420917,32.725026635548176,14.999999999999725,36.29,0.7310941721183961,1.0096037376960867,0.08498800083897852,6.79904005891333,0.0,0.09408958136603005,-0.0029652872825478866,0.9099568588141786,18.3
feedback-only,drawn,5,36,0,0,-0.19033049573388322,-0.043482688814040826,-113.49663953961064,13.569999999999755,1.79,1.3348994252250879,0.15276194294342013,0.003211393504946803,0.44116566379865013,0.1885791945954164,0.03384562241054596,-0.013731309232359237,0.7443521836814739,
feedback-only,drawn,5,36,1,1,0.536004527671718,-0.08907576783745286,-110.20876239444814,0.0,,1.460459857264825,1.0492744703094279,0.028107784270774802,7.988125287741423,6.107316819342474,0.10154412590554256,0.17501555191242038,0.0,19.25
feedback-only,drawn,5,36,2,2,-0.19941807766593161,-0.2751324824690579,112.97796125580754,14.589999999999733,13.5,0.5765992729341167,0.7695426765836004,0.01953434865048621,3.9671029692888258,2.5134121414770685,0.07484373455524956,-0.08203812854693436,0.8017657762759216,
feedback-only,drawn,5,36,3,3,0.3174038294020318,-0.014724182086098103,-27.725692268078518,13.449999999999758,0.41,1.2904594562681908,0.13210693065145362,0.000177628214781483,0.01946430891752243,0.005254051101704438,0.028640442697119278,-0.0016191406898075997,0.7363691391507883,
feedback-only,drawn,5,36,4,4,0.4068861628658377,-0.18105349844072238,-87.86861814303862,0.0,,1.4980965898309222,1.3487818627567072,0.041260229985634854,10.78257664690415,8.097522932514549,0.1255986636132815,0.13898395900540436,0.0,18.82
feedback-only,drawn,5,36,5,5,-0.11980671280688665,-0.16999832601420917,32.725026635548176,14.039999999999745,7.31,0.4420948252549139,0.2009358179549588,0.005115616778105808,1.245627802213033,0.8572200307001671,0.025204255270803225,-0.03169395203955439,0.770365220560392,
