type,malecns,fafb,banc,male_specific_annotated_cells,malecns_fruDsx,evidence
CB0662,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB0705,0,4,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB0719,0,2,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB0722,0,4,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB0727,0,8,9,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB0739,0,6,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB0742,0,4,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB0764,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB0793,0,2,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB0806,0,4,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB0939,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB0944,0,3,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB0948,0,4,9,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB0950,0,4,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB0958,0,25,27,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB0959,0,16,11,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB0960,0,1,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB0962,0,7,7,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB0965,0,5,7,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB0966,0,2,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB0967,0,3,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB0968,0,3,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB0971,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB0979,0,16,10,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB0985,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB0988,0,4,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1001,0,2,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1006,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1010,0,3,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1015,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1018,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1021,0,7,11,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1022,0,4,8,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1025,0,3,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1029,0,7,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1037,0,8,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1038,0,9,13,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1040,0,6,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1043,0,2,7,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1045,0,3,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1058,0,8,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1066,0,3,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1068,0,5,8,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1069,0,6,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1071,0,6,10,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1080,0,6,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1083,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1084,0,7,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1091,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1092,0,4,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1093,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1097,0,5,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1101,0,6,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1102,0,4,12,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1110,0,5,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1115,0,2,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1117,0,3,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1119,0,3,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1126,0,4,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1129,0,5,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1130,0,5,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1134,0,6,8,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1138,0,12,19,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1141,0,12,11,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1144,0,5,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1152,0,6,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1153,0,3,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1159,0,3,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1161,0,2,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1169,0,3,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1175,0,4,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1184,0,4,7,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1188,0,6,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1192,0,6,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1196,0,4,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1197,0,6,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1198,0,5,9,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1203,0,3,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1207,0,14,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1211,0,3,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1221,0,4,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1223,0,4,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1224,0,4,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1225,0,21,41,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1228,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1231,0,19,24,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1235,0,4,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1243,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1250,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1254,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1271,0,8,8,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1273,0,3,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1278,0,3,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1279,0,4,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1284,0,4,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1288,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1296,0,7,10,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1297,0,2,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1298,0,7,7,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1305,0,8,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1307,0,8,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1317,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1320,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1327,0,5,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1328,0,4,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1329,0,9,14,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1332,0,5,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1334,0,3,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1335,0,6,7,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1341,0,9,22,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1342,0,8,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1370,0,4,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1377,0,2,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1378,0,2,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1394_d,0,8,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1395,0,9,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1402,0,3,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1410,0,3,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1416,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1422,0,6,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1423,0,12,11,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1425,0,3,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1426,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1430,0,4,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1441,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1443,0,6,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1446,0,4,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1450,0,6,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1455,0,3,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1466,0,8,8,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1468,0,2,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1470,0,3,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1474,0,4,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1481,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1482,0,11,9,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1485,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1488,0,8,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1495,0,4,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1499,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1501,0,6,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1505,0,3,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1507,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1508,0,7,14,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1514,0,3,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1519,0,4,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1539,0,4,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1546,0,7,8,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1558,0,5,7,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1563,0,7,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1567,0,5,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1578,0,5,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1580,0,5,7,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1588,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1589,0,6,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1597,0,10,8,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1609,0,3,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1618,0,4,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1620,0,4,9,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1621,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1622,0,4,8,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1624,0,10,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1635,0,5,8,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1656,0,6,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1660,0,4,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1666,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1668,0,7,10,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1708,0,4,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1713,0,4,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1716,0,4,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1720,0,4,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1725,0,4,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1730,0,3,10,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1734,0,4,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1740,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1742,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1743,0,2,8,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1745,0,3,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1747,0,4,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1750,0,9,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1755,0,2,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1759,0,12,11,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1760,0,6,8,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1762,0,5,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1764,0,4,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1765,0,5,7,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1767,0,7,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1769,0,3,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1772,0,4,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1776,0,6,9,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1779,0,2,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1785,0,4,9,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1786,0,15,20,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1786_b,0,3,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1790,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1810,0,7,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1814,0,5,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1820,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1825,0,3,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1827,0,10,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1829,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1830,0,3,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1837,0,5,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1855,0,5,7,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1859,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1861,0,8,19,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1868,0,7,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1872,0,3,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1873,0,3,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB1875,0,3,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
